,フェイクニュースURL,フェイクニュースの媒体,フェイクニュース本文,フェイクニュース作成日付,話題の分野,いいね数,RT（含む引用）,DBへのデータ登録日,フェイクニュースの発信国,評価記事のURL,評価記事の本文,評価記事の日付,判定,判定の根拠①,判定の根拠②,判定の根拠③,評価記事作成国
15,https://twitter.com/sakakiyui_S/status/1537958352130433024,Twitter,"参院選の投票用紙の2枚目って、『個人名』書くと、個人と党両方のカウントとなるから2倍の効果があるの知ってますか。
贔屓の政党があったら、2枚目は『個人名』を書いて下さいね。政党名を書くより強力なんだよ。
これ、マメね??",2022/6/18,政治,9974,4448,2022/9/30,日本,https://infact.press/2022/09/post-20832/,参院選の比例代表の投票用紙に候補者名を書くと、「個人と党両方のカウントとなるから2倍の効果があ」とするツイートが参院選の時に拡散したが、この内容は誤りだ。（,2022/9/20,誤り,比例代表制では政党名ではなく候補者名を書いても、同じ1票としてカウントされるため,,,日本
16,,会見,「食品については、ウクライナ情勢で輸入小麦の国際価格が2割から3割上昇していますが、政府の国内製粉会社への売渡価格は、9月までの間、据え置くこととしています。10月以降も輸入価格が突出して急騰している状態であれば、必要な抑制措置を講じ、パンや麺類などの価格高騰を抑制します」,2022/6/15,ビジネス,,,2022/10/4,日本,https://www.buzzfeed.com/jp/kotahatachi/wheat-price-debunk,"7月10日投開票の参議院議員選挙をめぐり、与党側が、「ウクライナ情勢で国際的な小麦の価格が2?3割上昇するなか、製粉業者への売り渡し価格を9月まで据え置いている」という趣旨の成果を繰り返し強調している。
岸田文雄首相も会見でアピールし、公明党の候補者らが選挙戦で訴えるなど、広く用いられているフレーズだが、これはミスリードだ。
小麦の価格は以前から、毎年4月と10月に改訂される決まりだ。つまり、物価高対策として9月まで価格を据え置いているのではく、そもそも10月の次期改定まで価格は変わらない仕組みだという点に、留意が必要だ。",2022/7/5,ミスリード,小麦の価格は以前から、毎年4月と10月に改訂される決まりなので、物価高対策として9月まで価格を据え置いているのではなく、そもそも10月の次期改定まで価格は変わらない仕組みなため。,,,日本
17,https://twitter.com/jda1BekUDve1ccx/status/1535199494392156161?s=20&t=LqZf2R2NDtGWKJ_LsOBMzg,Twitter,IAEAのグロッシ事務局長が「韓国が海へ流している処理水は１７兆ベクレル。日本の１３０倍であり、日常的に行われている」。で、韓国が日本に何か文句言ってるんだって？,2022/6/10,医療・健康,8970,2413,2022/9/30,,https://www.buzzfeed.com/jp/keitaaimoto/iaea-factcheck,"「韓国が流す処理水は17兆ベクレル」福島第一原発めぐり、IAEA事務局長の発言とするツイートが拡散→誤り
福島第一原発の処理水の「海洋放出」に関して、IAEA・グロッシ事務局長の発言とするツイートと画像が拡散しました。ファクトチェックで「誤り」とわかりました。東京電力福島第一原発の処理水の「海洋放出」を巡り、IAEA（国際原子力機関）のグロッシ事務局長が「韓国が海へ流している処理水は17兆ベクレル。日本の130倍」などと発言したとするツイートが拡散している。
言説の発端とみられるのが、グロッシ事務局長の海洋放出に関するビデオメッセージを伝えたNHKのニュース画像だが、そのメッセージの字幕は意図的に加工されたものだった。
NHK広報局も「画像は放送内容そのものではない」と否定しており、このツイートと画像は「誤り」だ。BuzzFeed Newsはファクトチェックした。",2022/6/17,誤り,https://www.meti.go.jp/press/2021/04/20210413001/20210413001.html,,,日本
18,https://twitter.com/InfoBeigedo/status/1534054899641905155?s=20&t=LqZf2R2NDtGWKJ_LsOBMzg,Twitter,"５～11歳の子どもへのワクチン接種の怖さ：それでも接種させますか
「英国政府報告書：英国政府の公式データによると、子供がCovid-19ワクチン接種後に死亡する確率は、未接種の子供に比べ最大52倍である。」
 https://jamubeigedo.co.jp/new/2022-03-09-191943.html
#コロナウイルス　#ワクチン　#副作用　#死亡　#英国　#子供",2022/6/7,医療・健康,0,0,2022/9/30,日本,https://www.buzzfeed.com/jp/kotahatachi/children-vaccine-factcheck,"「ワクチン接種した子どもの死亡率は未接種者の52倍」はミスリード。英政府データを根拠と拡散、専門家は否定
イギリスの国家統計局「ONS」のデータに基づき、10?14歳の「10万人ごとの死亡率」をワクチン接種の状況に計算しまとめたとする内容だが、比較の方法が「極めてミスリーディング」（専門家）であるため、注意が必要だ。",2022/3/10,ミスリード,https://www.politifact.com/factchecks/2022/feb/11/blog-posting/no-covid-19-vaccine-not-increasing-child-mortality/,,,日本
19,,Twitter,自民党の河野太郎、敵の党の立憲民主党の辻本清美の決起大会に出て、応援している。河野太郎は売国奴だ。自民党は河野太郎を敵対行為として、除名処分しろ,2022/6/2,政治,4751,3085,2022/9/30,日本,https://infact.press/category/factcheck/,画像は5年前の産経新聞記事に掲載されたもの。2022年の参議院選挙とは無関係の政治資金パーティーの写真を使用している。また今回の参院選挙に関する辻元氏の決起大会に、河野太郎議員が参加した事実は確認できない。,,誤り,今回の参院選挙に関する辻元氏の決起大会に、河野太郎議員が参加した事実は確認できない。,,,日本
20,https://twitter.com/tweetsoku1/status/1508615008003006464,Twitter,【朗報】安倍晋三元首相「岸田政権では北朝鮮から国民を守れない 私はいつでも総理の座に戻る用意がある」,2022/5/29,政治,6630,1829,2022/9/30,日本,https://infact.press/2022/04/post-19849/,安倍晋三元首相が「岸田政権では北朝鮮から国民を守れない 私はいつでも総理の座に戻る用意がある」と発言したとの情報がネット上で拡散された。しかし、安倍元首相はそうした発言をしていない。,2022/4/12,虚偽,安倍元首相はそのような発言をしておらず、事務所でも確認が取れなかったため。,,,日本
21,"https://twitter.com/tyomateee/status/1526234856631697409
",Twitter,ウクライナ東部の軍事企業で起きた爆発事故によって発生した火災が間近に迫った住民宅。すぐに避難しなければならない状況で 、家族は飼い犬に逃げるよう促したが、まだ家の中にいる子猫を救うため、炎の中に飛び込んでいった飼い犬。なんとか子猫を救出することが出来た様子が撮影される…,2022/5/17,政治,67000,8060,2022/10/3,日本,"https://www.buzzfeed.com/jp/kotahatachi/ukraine-rescue-dog-cat
","「ウクライナ東部の軍需工場で起きた爆発事故に巻き込まれた住宅火災で、子猫を救った犬」とする画像がTwitter上で拡散している。
しかし、これは根拠不明の情報だ。この画像は2014年からネット上に存在するが、ソースははっきりしていない。
拡散しているツイートの情報源とみられるネットニュースでは「2015年の火災の様子」とされ、ほかにも複数のパターンが存在している。いずれも年代や場所などに矛盾が生じており、注意が必要だ。",2022/5/25,根拠不明,この画像は2014年からネット上に存在するが、ソースははっきりしていない。,,,日本
22,"https://twitter.com/Japanculture113/status/1453670296360128515
",Twitter,正論過ぎて何も言えない(笑)　”添付画像内”【仕事をしない無能な野党に国民もうんざりしていると思うし私もうんざりしている】,2022/5/7,政治,6876,1809,2022/10/3,日本,"https://www.buzzfeed.com/jp/kotahatachi/nhk-cdp-debunk?utm_source=headtopics&utm_medium=news&utm_campaign=2022-05-15
","拡散しているのは、5月7日のツイート。「正論すぎて何も言えない」という文言とともに広がっている画像（上）で、6800以上いいねされている。
この画像は前述の通り、加工されたものだ。そもそもこれは、2018年4月12日の立憲民主党・福山幹事長（当時）が会見で、森友・加計学園問題に触れた際のニュース映像のスクリーンショットだ。
YouTube上に残る当時の会見を見ると、福山氏は安倍政権が「虚偽答弁」を重ねていたとしながら、「そのこと自身、国民もうんざりしていると思いますし、私もうんざりしています」と述べていることが確認できた。
NHKはこれを同日のストレートニュースで報じたが、拡散している画像では、テロップの「仕事をしない無能な野党に」の部分が加筆されていることがわかる。
また、左上の「問題」の横の部分が塗りつぶされているなど、加工のあとが散見される。
",2021/5/15,虚偽,"NHKはこれを同日のストレートニュースで報じたが、拡散している画像では、テロップの「仕事をしない無能な野党に」の部分が加筆されていることがわかる。

また、左上の「問題」の横の部分が塗りつぶされているなど、加工のあとが散見される。
",,,日本
23,削除済みの,Twitter,柳井正「給料10万円の人を倍の給料20万円にするとその人はやる気をだしてくれるでしょう。しかし、今までの労働に比べて2倍も働いてくれません。では、半額の給料5万円にするとどうでしょうか？今までの7割くらいの力でどうにか働いてくれます。つまり数学的に考えて給料を半分にする方が儲かる」,2022/5/3,ビジネス,,,2022/10/4,日本,https://www.buzzfeed.com/jp/harunayamazaki/uniqlo-fake-2022,"5月3日、フォロワー約6万4000人のインフルエンサーが発信。該当ツイートはすでに削除済みだが、約1万7000いいね、約7000リツイートと大きく拡散した。
内容を信じた人たちからは「労働者を奴隷と思っている。なんてやつだ」「従業員が不憫」「もうユニクロは買いません」など、否定的な反響が多数寄せられていた。
同時に、参照元が明記されていないことで「これは実際の発言なのか？」「ソースは？」と信ぴょう性を疑う人も多かった。
「事実無根であり、虚偽の内容です」ファストリが否定
ツイートから2日後の5月5日、ファーストリテイリングは「SNS上での誤った情報の発信および拡散と、弊社の対応について」として声明を発表。
「柳井が今回の趣旨の発言をしたことはなく、事実無根であり、虚偽の内容です」と否定し、誤った情報の発信・拡散には法的措置も含めた対応をとっていくと警告している。",2022/5/9,誤り,事実無根であり、虚偽の内容とファーストリテイリングが声明を発表しているため。,,,日本
24,https://twitter.com/myan62/status/1516439718610628611,Twitter,自民党が次の参院選で大勝したら「殆ど社会保障関係に使われていない消費税を更に19%に増税する」と岸田文雄首相が言っていますが私は断固として消費税増税はお断りします。,2022/4/20,政治,16300,7727,2022/9/30,日本,https://infact.press/2022/05/post-19943/,参議院選挙で自民党が大勝したら、岸田文雄首相が「消費税を更に19％に増税する」と発言していると、ネット上で拡散されたが、岸田首相はそうした発言はしていない。,2022/5/6,虚偽,岸田首相は消費税増税に関する発言をしていないため。,,,日本
25,https://twitter.com/tkiuchi2/status/1516361487480422401,Twitter,岸田さんの言う通り消費税19%になると10000円のもの買ったら1900円足すんですよね。これで生活していかれますかね。,2022/4/19,ビジネス,25500,8159,2022/10/4,日本,https://www.buzzfeed.com/jp/keitaaimoto/kishida-consumption-tax,"今夏の参院選を前に、岸田文雄首相が「消費税を19％にする」と発言したように伝えるツイートが広く拡散されている。
しかし、岸田首相がこのような発言した形跡はない。「19％」は経済同友会が昨年まとめた試算が出どころとみられ、「誤り」な情報だ。
このようなツイートは、与党に批判的な複数の匿名アカウントから発信されている。BuzzFeed Newsはファクトチェックを実施した。
岸田首相の発言として、ツイートが拡散され始めたのは4月20日前後から。政府与党に批判的な文脈のものがほとんどだった。
特に拡散されているのは、4月19日の以下のようなツイートだ。25日午後5時現在、2.6万いいね、約7700リツイートされている。
「岸田さんの言う通り消費税19％になると10000円のものを買ったら1900円足すんですよね。これで生活していかれますかね。」
また、別のアカウントによる翌20日の同様の趣旨のツイートも、1.6万いいね、約7400リツイートされるなど、やはり拡散している。
「自民党が次の参院選で大勝したら『殆ど社会保障関係に使われていない消費税を更に19％に増税する』と岸田文雄首相が言っていますが私は断固として消費税増税はお断りします。」
このほか、今夏の参院選に触れながらこの言説を広げているツイートも複数確認できた。
しかし、こうした発言を岸田首相がしたとする情報の根拠は見当たらない/
BuzzFeed Newsは、国会会議録を検索。「発言者」を岸田首相とし、「消費税」「19％」と調べた結果、岸田首相が消費税を19％にするといった趣旨の発言は確認できなかった。
また、新聞や雑誌記事などをまとめた報道データベース「G-search」でも、そのような発言を確認することはできなかった。
BuzzFeed Newsは岸田首相の事務所に取材を22日に申し込んだほか、周辺も取材。ある側近はこう話した。
「（岸田氏が）消費税を19％にするといった発言は聞いたことがない。消費税に関しては国会で様々なやりとりはされているが、『19％』や『増税すると発言した』とするツイートは誤りではないか」",2022/4/25,誤り,経済同友会は、19％にする必要があるとの見方が示されていたが、岸田首相が発言した根拠がないため。,,,日本
26,"https://twitter.com/tkiuchi2/status/1516361487480422401
",Twitter,岸田さんの言う通り消費税19%になると10000円のもの買ったら1900円足すんですよね。これで生活していかれますかね,2022/4/19,政治,26000,8329,2022/10/3,日本,"https://www.buzzfeed.com/jp/keitaaimoto/kishida-consumption-tax
",岸田首相がこのような発言した形跡はない。「19％」は経済同友会が昨年まとめた試算が出どころとみられ、「誤り」な情報だ,2022/4/25,誤り,このような発言した形跡はない。,,,日本
27,https://twitter.com/shelbychurch/status/1510104782073212928?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1510104782073212928%7Ctwgr%5Ebf9075dee3b21181126f47881010bbe888fab7a9%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.buzzfeed.com%2Fjp%2Fkeitaaimoto%2Fteslabot-cgtweet,Twitter,"excited to try out the
@Tesla
 bot! comment what you guys want me to test out with it!",2022/4/2,ビジネス,36400,11750,2022/10/4,アメリカ,https://www.buzzfeed.com/jp/keitaaimoto/teslabot-cgtweet,"これ、テスラが開発した人型ロボット？リアルすぎて怖いかも…。
アメリカの電気自動車メーカー「テスラ」が開発中の二足歩行型ロボット「Tesla Bot」を紹介する映像がTwitter上に登場し、話題となっています。
見た目がちょっと不気味な人型ロボットが、手を振ったり、歩いたり、近づいてきたり…。え、でかいし、なんか怖いけど、なんかすげえ。
でもTesla Botって完成してたっけ？4月2日だからエイプリルフールか。いやいやエイプリルフールは前日だわ。じゃあ、本当にお披露目したのか…。
投稿者が明かした、その舞台裏とは。
動画の投稿者は、LA在住のユーチューバー・Shelby Churchさん。
Churchさんは普段、テクノロジーやライフスタイル情報を発信しています。チャンネル登録者数はなんと170万人超え。人気ユーチューバーですね。
「『Tesla bot』を試すことができて興奮しています」と、4月2日（日本時間）に投稿されたこの動画は、8日午後2時現在、270万回も再生されています。
ツイートにも3万4000件を超える「いいね」がつき、「ターミネーターの世界...」「電灯の下にいたら腰抜かして這って逃げる」などと日本でも広く拡散されました。
この映像を見ていくと、撮影場所にはChurchさんと男性カメラマンの2人のみ。あれ、Tesla Botがいないな…。Churchさんが何やら1人でカメラに向かって話しています。
次のシーンでは、何やらぎこちなく動く男性の姿が。モーションキャプチャでの撮影でした。それをTesla BotのCGに当てはめ、Churchさんが1人で話す動画と合成したということです。
この「ご丁寧」な種明かし動画に、Twitter上では「CGだったんですねw」といった驚きや、「安心したようなガッカリのような」と複雑な気持ちを吐露する人もいました。
また、投稿日が2日（日本時間）だったことから「凝りすぎてエイプリルフールに間に合わなかったのかも」とつぶやく人もいました。",2022/4/8,誤り,CGで合成した動画であるため。,,,日本
