,フェイクニュースURL,フェイクニュースの媒体,フェイクニュース本文,フェイクニュース作成日付,話題の分野,いいね数,RT（含む引用）,DBへのデータ登録日,フェイクニュースの発信国,評価記事のURL,評価記事の本文,評価記事の日付,判定,判定の根拠①,判定の根拠②,判定の根拠③,評価記事作成国
11,https://twitter.com/sakakiyui_S/status/1537958352130433024,Twitter,"参院選の投票用紙の2枚目って、『個人名』書くと、個人と党両方のカウントとなるから2倍の効果があるの知ってますか。
贔屓の政党があったら、2枚目は『個人名』を書いて下さいね。政党名を書くより強力なんだよ。
これ、マメね??",2022/6/18,政治,9974,4448,2022/9/30,日本,https://infact.press/2022/09/post-20832/,参院選の比例代表の投票用紙に候補者名を書くと、「個人と党両方のカウントとなるから2倍の効果があ」とするツイートが参院選の時に拡散したが、この内容は誤りだ。（,2022/9/20,誤り,比例代表制では政党名ではなく候補者名を書いても、同じ1票としてカウントされるため,,,日本
12,,Twitter,自民党の河野太郎、敵の党の立憲民主党の辻本清美の決起大会に出て、応援している。河野太郎は売国奴だ。自民党は河野太郎を敵対行為として、除名処分しろ,2022/6/2,政治,4751,3085,2022/9/30,日本,https://infact.press/category/factcheck/,画像は5年前の産経新聞記事に掲載されたもの。2022年の参議院選挙とは無関係の政治資金パーティーの写真を使用している。また今回の参院選挙に関する辻元氏の決起大会に、河野太郎議員が参加した事実は確認できない。,,誤り,今回の参院選挙に関する辻元氏の決起大会に、河野太郎議員が参加した事実は確認できない。,,,日本
13,https://twitter.com/tweetsoku1/status/1508615008003006464,Twitter,【朗報】安倍晋三元首相「岸田政権では北朝鮮から国民を守れない 私はいつでも総理の座に戻る用意がある」,2022/5/29,政治,6630,1829,2022/9/30,日本,https://infact.press/2022/04/post-19849/,安倍晋三元首相が「岸田政権では北朝鮮から国民を守れない 私はいつでも総理の座に戻る用意がある」と発言したとの情報がネット上で拡散された。しかし、安倍元首相はそうした発言をしていない。,2022/4/12,虚偽,安倍元首相はそのような発言をしておらず、事務所でも確認が取れなかったため。,,,日本
14,"https://twitter.com/tyomateee/status/1526234856631697409
",Twitter,ウクライナ東部の軍事企業で起きた爆発事故によって発生した火災が間近に迫った住民宅。すぐに避難しなければならない状況で 、家族は飼い犬に逃げるよう促したが、まだ家の中にいる子猫を救うため、炎の中に飛び込んでいった飼い犬。なんとか子猫を救出することが出来た様子が撮影される…,2022/5/17,政治,67000,8060,2022/10/3,日本,"https://www.buzzfeed.com/jp/kotahatachi/ukraine-rescue-dog-cat
","「ウクライナ東部の軍需工場で起きた爆発事故に巻き込まれた住宅火災で、子猫を救った犬」とする画像がTwitter上で拡散している。
しかし、これは根拠不明の情報だ。この画像は2014年からネット上に存在するが、ソースははっきりしていない。
拡散しているツイートの情報源とみられるネットニュースでは「2015年の火災の様子」とされ、ほかにも複数のパターンが存在している。いずれも年代や場所などに矛盾が生じており、注意が必要だ。",2022/5/25,根拠不明,この画像は2014年からネット上に存在するが、ソースははっきりしていない。,,,日本
15,"https://twitter.com/Japanculture113/status/1453670296360128515
",Twitter,正論過ぎて何も言えない(笑)　”添付画像内”【仕事をしない無能な野党に国民もうんざりしていると思うし私もうんざりしている】,2022/5/7,政治,6876,1809,2022/10/3,日本,"https://www.buzzfeed.com/jp/kotahatachi/nhk-cdp-debunk?utm_source=headtopics&utm_medium=news&utm_campaign=2022-05-15
","拡散しているのは、5月7日のツイート。「正論すぎて何も言えない」という文言とともに広がっている画像（上）で、6800以上いいねされている。
この画像は前述の通り、加工されたものだ。そもそもこれは、2018年4月12日の立憲民主党・福山幹事長（当時）が会見で、森友・加計学園問題に触れた際のニュース映像のスクリーンショットだ。
YouTube上に残る当時の会見を見ると、福山氏は安倍政権が「虚偽答弁」を重ねていたとしながら、「そのこと自身、国民もうんざりしていると思いますし、私もうんざりしています」と述べていることが確認できた。
NHKはこれを同日のストレートニュースで報じたが、拡散している画像では、テロップの「仕事をしない無能な野党に」の部分が加筆されていることがわかる。
また、左上の「問題」の横の部分が塗りつぶされているなど、加工のあとが散見される。
",2021/5/15,虚偽,"NHKはこれを同日のストレートニュースで報じたが、拡散している画像では、テロップの「仕事をしない無能な野党に」の部分が加筆されていることがわかる。

また、左上の「問題」の横の部分が塗りつぶされているなど、加工のあとが散見される。
",,,日本
16,https://twitter.com/myan62/status/1516439718610628611,Twitter,自民党が次の参院選で大勝したら「殆ど社会保障関係に使われていない消費税を更に19%に増税する」と岸田文雄首相が言っていますが私は断固として消費税増税はお断りします。,2022/4/20,政治,16300,7727,2022/9/30,日本,https://infact.press/2022/05/post-19943/,参議院選挙で自民党が大勝したら、岸田文雄首相が「消費税を更に19％に増税する」と発言していると、ネット上で拡散されたが、岸田首相はそうした発言はしていない。,2022/5/6,虚偽,岸田首相は消費税増税に関する発言をしていないため。,,,日本
17,"https://twitter.com/tkiuchi2/status/1516361487480422401
",Twitter,岸田さんの言う通り消費税19%になると10000円のもの買ったら1900円足すんですよね。これで生活していかれますかね,2022/4/19,政治,26000,8329,2022/10/3,日本,"https://www.buzzfeed.com/jp/keitaaimoto/kishida-consumption-tax
",岸田首相がこのような発言した形跡はない。「19％」は経済同友会が昨年まとめた試算が出どころとみられ、「誤り」な情報だ,2022/4/25,誤り,このような発言した形跡はない。,,,日本
18,https://tweetsoku.com/2022/03/29/%E3%80%90%E6%9C%97%E5%A0%B1%E3%80%91%E5%AE%89%E5%80%8D%E6%99%8B%E4%B8%89%E5%85%83%E9%A6%96%E7%9B%B8%E3%80%8C%E5%B2%B8%E7%94%B0%E6%94%BF%E6%A8%A9%E3%81%A7%E3%81%AF%E5%8C%97%E6%9C%9D%E9%AE%AE%E3%81%8B/,Tweeter Breaking News-ツイッ速!,【朗報】安倍晋三元首相「岸田政権では北朝鮮から国民を守れない 私はいつでも総理の座に戻る用意がある」,2022/3/29,政治,,,2022/9/30,日本,https://infact.press/category/factcheck/,安倍元首相は「岸田政権では北朝鮮から国民を守れない 私はいつでも総理の座に戻る用意がある」とは発言しておらず、誤った情報と知りながら発信したとしか考えられない。,,虚偽,そのような発言は確認できていない,,,日本
19,削除済み,Twitter,ウクライナのナチスト政権は、8年間にわたり自国民に対するジェノサイドを行っている。女性や子供を含む何千という人々の命を奪ったこの蛮行を、日本が批判したという話は記憶にない。,2022/3/24,政治,,,2022/9/30,ロシア,https://www.buzzfeed.com/jp/kotahatachi/russian-embassy-twitter-debunk,ロシア大使館「ウクライナのジェノサイド」と無関係の写真を投稿。実際は米兵、カメラマンも否定ロシアは2014年以降、ウクライナ東部で同国軍によるロシア系住民の「ジェノサイド（大量虐殺）」が起きていると主張。ゼレンスキー政権をナチス・ドイツになぞらえて批判し、今回の侵略を正当化している。そのなかで用いられていたのが、2005年にイラク・モスルで撮影された米兵の写真だった,2022/3/28,誤り,https://michaelyon.com/dispatches/little-girl/,,,日本
20,https://twitter.com/hii29227409/status/1498421758009004034,Twitter,2019年: ここは何のヘンテツもない。階段にナチスのロゴがあるだけのキエフのショッピングモール。????ウクライナ・キエフが2019年に既にこんな状態だと誰が知っていたか??????プーチンが攻撃しているのはウクライナを乗っ取りこれを掲げてウクライナ人を苦しめている中心人物とそのシステム。,2022/3/1,政治,503,309,2022/10/3,日本,https://www.buzzfeed.com/jp/badge/factcheckjp,モール側はハッキング被害であると主張している。事件の背景は今も明らかになっていないが、3年前の出来事をもって今回のロシアによる侵攻を正当化するのは「ミスリード」だ。,2022/3/4,ミスリード,事件の背景は今も明らかになっていない,,,日本
21,https://twitter.com/tweetsoku1/status/1497217318866280453,Twitter,【朗報】安倍晋三元首相「中国も台湾に同じようなことをやっている。私はいつでも総理大臣に戻る準備がある」,2022/2/25,政治,4498,1657,2022/9/30,日本,https://infact.press/2022/03/post-19507/,ネット上で安倍晋三元首相がウクライナへのロシア軍の侵攻を念頭に、「中国も台湾に同じようなことをやっている。私はいつでも総理大臣に戻る準備がある」と発言したとの情報が拡散。しかし安倍元首相はこうした発言をしておらず、この情報は虚偽だ。,2022/5/14,虚偽,「台湾に対して中国がどのような対応をとるかを占う/たいへん日本にとって深刻な出来事だ/経済制裁をかける以上はしっかりと実質的なものにしていかなければいけない」という発言はしていたが、当該記事のような発言はしていなかったため。,,,日本
22,https://twitter.com/tweetsoku1/status/1494799637366009856,Twitter,ロシア「ウクライナがパイプラインを爆破した」欧州向け世界最大のパイプラインが爆発 ,2022/2/19,政治,9003,4611,2022/10/3,日本,https://www.buzzfeed.com/jp/kotahatachi/ukraine-russia-pipeline,このサイトでは「欧州向け世界最大のパイプラインが爆発」という記事を掲載しているが、使っている画像は8年前のもので無関係だ。,2022/2/21,不正確,第1に、サムネイルや記事中で掲載されている画像は、今回起きたルガンスクの爆発の様子ではない。,"第2に、見出しで「欧州向け世界最大のパイプラインが爆発」としている点。

「ツイッター速報」が記事中で触れている「ドルジバ・パイプライン」と、今回爆発があったと海外メディアが報じているパイプラインは別物だ。",,日本
23,https://twitter.com/nonaka_shin/status/1483931581089972227,Twitter,日本の国会議員に、コロナの感染者が出ないという謎。。,2022/1/20,政治,8587,2024,2022/9/30,日本,https://infact.press/2022/03/post-19715/,Twitter上に「日本の国会議員に、コロナの感染者が出ないという謎」とのツイートが投稿されて拡散した。しかし、2年前の2020年9月18日に国会議員初となる新型コロナウィルス感染が報じられて以降、相次いで国会議員の感染者は確認されており、この情報は誤りだ。,2022/5/29,誤り,Tweetが流れた2022年1月20日時点で、日本の国会議員計19人が新型コロナウイルスに感染していることが確認されていたため。,,,日本
24,https://twitter.com/mk00350/status/1520575602784280576,Twitter,"2022年4月30日 日本改革党豊島支部政治活動（大塚駅）
「外国人留学生には学費・生活費・家賃・医療費・里帰り渡航費などを年間約380万円を返済不要でくれてやり、日本人学生には約450万円を貸し付けて600万円以上を取り立てる文科省外局の日本学生支援機構は、日本人学生を支援する気が全く無い」",2021/11/3,政治,9811,4794,2022/9/30,日本,https://infact.press/category/factcheck/,"外国人留学生への奨学金と比較し不公平だとする批判だが、この返済金額は「上限金利」で計算した場合とほぼ同額。実際の金利はこれよりも大幅に低く、誤りだ。
JASSO事務局も「そのような事実はありません」と否定している。
",,誤り,,,,日本
25,https://twitter.com/ai_1124at_/status/1454678431992479744,Twitter,"なぜ今通達するんだ？？？？
予定終わりに駆け込み投票しようと思ってた人はどうなるの？？？？

確かにエリア的には運搬上仕方ないのかもしれないけど、なぜ今？？？

投票率あげたくないん？？？？なんなん？？？？(ブチギレ)",2021/10/31,政治,2396,1251,2022/9/30,日本,https://infact.press/2021/12/post-15010/,選挙の投票行動を促す「Go Vote Japan」の代表である辻愛紗子さんが、総選挙当日に報じられた開票所開閉時刻変更のニュースを引用リツイートし「なぜ今通達するんだ？？？？」などとツイートした。しかし、実際にはこの情報を総務省が公表したのは投票日の5日前だった。,2021/12/29,ミスリード,総務省の公表がツイート日である選挙の当日だったという印象を与えているが、実際には公職選挙法第40条に定められている選挙の5日前の10月26日であったため。,,,日本
26,https://twitter.com/kikko_no_blog/status/1453356390483824641,Twitter,衆院選の投票と同時に行なわれる「最高裁の裁判官の国民審査」は、クビにしたいと思う裁判官の名前の上にバツを付けるという簡単な投票だ。ちなみに、夫婦別姓を認めないのも1票の格差も「合憲」とした「安倍晋三と同じ思想」の裁判官は「深山卓也」「林道晴」「岡村和美」「長嶺安政」の4人だ。,2021/10/27,政治,4738,2343,2022/9/30,日本,https://infact.press/2021/12/post-14780/,衆議院選挙と同日に行われた最高裁判事の国民審査（第25回国民審査）に際して、影響力の有るツイートが4名の裁判官の名前を挙げて夫婦別姓を認めないことと1票の格差を合憲と判断したとして拡散したが、そのうちの1人は1票の格差を合憲した際には最高裁判事ではなかった。,2021/12/1,不正確,2019年参院選の「1票の格差」についての裁判での判決時には、長嶺安政判事は最高裁判所判事には就任していなかったため。,,,日本
27,,Twitter,岸田ｗｗｗ超有能ｗｗｗ　【速報】岸田内閣、レジ袋有料化廃止決定！！！！,2021/10/6,政治,4323,1460,2022/10/3,日本,"https://www.buzzfeed.com/jp/kotahatachi/kishida-cabinet-fc
","この記事が廃止の根拠としているのは、自民党の桜田義孝衆院議員が新たに就任した山口壮環境相に「レジ袋について相談した」という情報に過ぎない。

環境省の担当部署もBuzzFeed Newsの取材に対し、「廃止を決定したという事実や関連する動きはない」と明確に否定している。",2021/10/7,誤り,"リサイクル推進室の担当者によれば、今のところ大臣が事務方に廃止を指示するなどの動きはないという。
",,,日本
28,https://www.buzzfeed.com/jp/kotahatachi/dappi-1,Twitter,"【菅総理の1年間の実績】
1日100万回の接種実現
3回目接種を見据え2憶回分確保
処理水の海洋放出決定
米国の福島食品の輸入規制撤廃
“従軍慰安婦/強制連行は不適切”と閣議決定
不妊治療の保険適用化
通学路の安全確保対策推進
種苗法改正
土地利用規制法
国民投票法改正

まさに国民のために働いた総理",2021/9/29,政治,13700,4761,2022/10/3,日本,https://www.buzzfeed.com/jp/kotahatachi/dappi-1,立憲民主党の枝野幸男代表と菅義偉首相の答弁動画を大幅に編集し、「哀れな枝野」などと拡散。BuzzFeed Newsもファクトチェックを実施し、「誤り」と判定した。,2021/10/11,誤り,立憲民主党の枝野幸男代表と菅義偉首相の答弁動画を大幅に編集し、「哀れな枝野」などと拡散。BuzzFeed Newsもファクトチェックを実施し、「誤り」と判定した。,,,日本
29,https://www.kyoto-np.co.jp/articles/-/642635,新聞,"自民党総裁選に立候補した高市早苗前総務相が２１日、国会内で京都新聞社など地方紙１１社の合同インタビューに応じた。今後、デジタル化などが進んで電力需要が増大しても安定的に供給できるよう、京都大などが研究を進める小型核融合炉の実用化について「重点的にお金を投資して一刻も早く実現したい」と意欲を示した。

　高市氏は小型核融合炉について、ウランやプルトニウムでなく重水素とトリチウムを使用し放射性廃棄物を出さないことや、電気が止まると自動的に運転が停止すること、コスト面でも高効率の発電設備であることを利点に挙げた。

　日本では京都大が宇治市にベンチャー企業を設立。研究や開発のための資金調達をしたが、高市氏は「５億円ほどしか集まっていないと聞いてがっかりしている」と明かした。イギリスなどでは国立大へ多額の費用を投じて研究・開発を後押ししているとして、日本でも多額の投資が必要だと強調した。

",2021/9/21,政治,,,2022/9/30,日本,https://infact.press/2021/11/post-13835/,自民党の政務調査会長という要職に就いた高市早苗議員。自民党総裁選挙中に、小型核融合炉の実用化を推進するための重点的な資金の投入を提言している。その際に高市氏が小型核融合炉の利点として挙げている点についてファクトチェックした。その結果はミスリードだ。,2021/11/12,ミスリード,利点として挙げられている3点において断定できる根拠が欠落しているため。,,,日本
30,https://www.kyoto-np.co.jp/articles/-/642635,kyoto-np.co.jp,小型核融合の利点には、ウランやプルトニウムでなく重水素とトリチウムを使用し放射性廃棄物を出さない、電気が止まると自動的に運転が停止する、コストの面で高効率の発電設備であるの３つがある,2021/9/21,政治,,,2022/9/30,日本,https://infact.press/category/factcheck/,利点として挙げられている3点に於いて重要な事実が欠落しており誤解を生じさせる内容となっている。,,ミスリード,,,,日本
31,https://twitter.com/tweetsoku1/status/1407179041753468928,Twitter,小泉進次郎「景気が良くなれば不景気から抜け出せます」,2021/7/22,政治,5265,2797,2022/9/30,日本,https://infact.press/2021/07/post-12831/,その発言に内容が乏しいとして、ネット上で「進次郎構文」と揶揄する言葉も生まれている環境大臣の小泉進次郎氏。そんな小泉氏の新たな発言とされる言葉が拡散されているが、これは創作された架空のものである。,2021/7/26,虚偽,発言は実在が確認できず、投稿者が創作であることを認めているため。,,,日本
32,https://twitter.com/kuma_kanpow/status/1399890582315536384,Twitter,「不妊症になるというのはデマ」とか報道で言ってたけど作った会社が言ってるのね,2021/6/2,政治,937,599,2022/10/3,日本,https://www.buzzfeed.com/jp/badge/factcheckjp,"公式サイト上では、ネット上に広がっている同様の情報を否定しているが、その記述のGoogle翻訳などが切り取られ、SNSで広がっている。文書の後半部分まで読めば、「不妊症を引き起こす」ことについて、ファイザーが明確に否定していることがわかる。

ネットなどで広がる誤情報について、ファイザーが否定するために公式見解を発表したものだ。",2021/6/14,誤り,文書の後半部分まで読めば、「不妊症を引き起こす」ことについて、ファイザーが明確に否定していることがわかる。,,,日本
33,https://twitter.com/renho_sha/status/1398782585883414531,Twitter,インドからの入国制限をしたのは4/28になって。しかも3日だけの待機で、11日間は自宅等での待機要請。しかも、待機者の内1日300人は健康確認や連絡が取れないとの事態。 五輪対策の水際対策、大丈夫ですか。 オリパラ関係者1432人、2週間待機を免除　4・5月 #SmartNews https://asahi.com/articles/ASP5X6K8MP5XUTFL00V.html,2021/5/30,政治,556,215,2022/9/30,日本,https://infact.press/2021/07/post-12858/,"このツイートは、5月30日に立憲民主党の蓮舫議員が自身のツイッターに投稿したものだ。
投稿された内容について、①「インドからの入国制限が始まったのは4月28日であること」、②「インドからの入国者は、3日だけの待機で、11日間は自宅等での待機要請を受けること」、③「待機者の内、１日300人は健康確認や連絡が取れないこと」の3点についてファクトチェックした。",2021/7/7,不正確,4/28に水際対策が強化されたのは事実だが、入国制限は5/27から始まっているため。,,,日本
34,https://twitter.com/mayatokikuni/status/1376816756518494209,Twitter,カリフォルニアでは、梅にかわってから、法律が変わり、１１歳から大人との性的関係をもってよい事になりました。２０３０年迄には、何歳でも大人と性行為をしていいようになる予感がします。２０３０年には親の代わりに、政府が子供全員を集め育てます。そこで起こることは想像できますよね。,2021/5/30,政治,2462,1321,2022/9/30,日本,https://infact.press/2021/04/post-10957/,バイデン大統領の就任後、カリフォルニア州において大人と11歳以上の未成年者との性行為が合法化されたとの情報がツイッター上で拡散した（約1170件のリツイート、約2600件のいいね）。確認したところ、カリフォルニア州では一定の場合に未成年者との性行為が合法となる場合が存在したものの、問題のツイートは誤りだった。,2021/4/7,誤り,カリフォルニア州では、現在でも18歳未満の未成年者との性交は違法である。もっとも、婚姻関係にあれば未成年者との性行為が合法となりうるが、この制度はバイデン大統領就任後に成立したものではなく、対象言説は誤りであるため。,,,日本
35,https://twitter.com/konishihiroyuki/status/1397151750663008261,Twitter,"ワクチンが余った時の対応の指針を今ごろ出すことがおかしい。
このようなものは何ヶ月も前に出しておくべきものだ。

何をやっているのか。

そんなことも分からないのだろうか。https://twitter.com/konotarogomame/status/1397150629739458571",2021/5/25,政治,1295,863,2022/9/30,日本,https://infact.press/2021/06/post-12450/,急な予約キャンセルなどで余ったワクチンの扱いについて議論が進む中、ワクチン担当の河野太郎大臣が公表した通達文書に対して、立憲民主党の小西洋之議員が「ワクチンが余った時の対応の指針を今ごろ出すことがおかしい」とツイートで批判した。しかし、このツイートは不正確だ。,2021/6/13,不正確,余剰ワクチンに関する指針は、一部内容が異なる部分もあるが、3月の時点で存在しているため。,,,日本
36,https://twitter.com/tweetsoku1/status/1373869562018553856,Twitter,【環境相】小泉進次郎氏「生態系の破壊が進んでいる。生物多様性のために社会を再構築する必要がある。人類の数は半分でいい」 https://tweetsoku.com/2021/03/22/%e3%80%90%e7%92%b0%e5%a2%83%e7%9b%b8%e3%80%91%e5%b0%8f%e6%b3%89%e9%80%b2%e6%ac%a1%e9%83%8e%e6%b0%8f%e3%80%8c%e7%94%9f%e6%85%8b%e7%b3%bb%e3%81%ae%e7%a0%b4%e5%a3%8a%e3%81%8c%e9%80%b2%e3%82%93%e3%81%a7/,2021/5/22,政治,2592,2655,2022/9/30,日本,https://infact.press/2021/04/post-11234/,小泉進次郎環境相が「生態系の破壊が進んでいる。生物多様性のために社会を再構築する必要がある。 人類の数は半分でいい」と発言したという情報がツイッターで拡散している。問題の言説は、今年（21年）3月に公開された報告書の内容と2016年の講演会での発言を根拠なく繋げたもので、 実際は二つの主張に因果関係はなく、引用内容も誤っていた。,2021/4/18,誤り,対象言説は今年（21年）3月に公開された生物多様性に関する報告書の内容と、2016年の人口減少についての講演会での主張を根拠なく繋げたもの。 実際は二つの内容に因果関係はなく、講演会での発言内容は改変されている。,,,日本
37,https://twitter.com/yurumazu/status/1387539380928012290,Twitter,トルコの都市部が20日間の全面ロックダウンに入って県をまたぐ移動も禁止されるので、ロックダウン開始前に国民が田舎に逃げています。まるでゾンビ映画です。https://twitter.com/yurumazu/status/1387539380928012290/photo/1,2021/4/29,政治,5380,2066,2022/9/30,日本,https://infact.press/2021/05/post-11927/,「ロックダウン開始前に国民が田舎に逃げています」というコメントとともに、多くの車で混雑する道路の写真が拡散された。トルコでは4月から初の全面的なロックダウンが行われているが、拡散された画像は昨年12月のものであった。,2021/5/10,不正確,画像はロックダウンの時ではなく、2020年12月の外出制限発令時のものであるため。,,,日本
38,https://twitter.com/konishihiroyuki/status/1397151750663008261,Twitter,ワクチンが余った時の対応の指針を今ごろ出すことがおかしい。このようなものは何ヶ月も前に出しておくべきものだ。何をやっているのか。そんなことも分からないのだろうか。,2021/3/25,政治,1295,863,2022/9/30,日本,https://infact.press/category/factcheck/,余剰ワクチンに関する指針は、一部内容が異なる部分もあるが、3月の時点で存在している。,,不正確,3月の時点で存在している,,,日本
